Label,Text
Probe into motor insurance market,Probe into motor insuranec mdarket
China state news agency: There's still hope for Syria peace,China state news agency: There's still ohpe for Sria peace
AU forces intensify attack on Somali rebels,AU forces ixtensify attack on Somal irebels
South Korea to boost nuclear power?,Suoth Korea to boost nuclear power?
'Iran won't accept pre-conditions to nuclear talks','ran won't accep pre-conditions to nuclear talks'
AOL to sell 800 patents to Microsoft for $1 billion,tAOL to sell 80z patents to Microsoft for $1 billion
Thousands flock to Amsterdam for Queen's Day,Thousnads flock to Amsterdam for Quen's Day
Middle East: Iraq: 17 Prisoners Escape in Kirkuk,Middle East: Iraq: 17 Prisoners Ecsapetin Kirkuk
US Navy Jet Crashes into Apartment Block,US avy Jet Crashes ino Apartment Block
Woman dies after cliff collapses in Dorset,Woman dies after ncliff collapses in Dorset
U.S. and Turkey Tighten Coordination on Syria,xU.S. and Turkey ighten Coordination on Syria
Rep. of Congo: 236 Dead After Arms Depot Blasts,sep. of Congo: 236 Dead After Arms Depot BlastR
I'll Have Another wins Preakness,I'll Have Another wins Preakness
Journalists smuggled out of Homs,Jornalists smuggled out of Homs
New rules for US Secret Service,New rules for US Sechet Serivce
Mandela released from hospital,Mandelar eleased from hospitsal
180 killed in Iran earthquake,180 kiled in rIan earthquake
British Christians take complaints to European court,British Christians take complaints to Europeap cuurt
Turkey seeks to relocate some Syrian refugees,surkey seeks to relocate some Syiran refugeeT
Three al Qaeda suspects arrested in Spain,Threeo al Qaeda suspects arrested in Spain
5.9 quake hits Indonesia s Sumatra: USGS,5.9 nuake hits Indoneia s Sumatra: USGS
Israel air strikes kill 4 in Gaza; death toll now at 38,Israel air strikes kill 4 min Gaza; death toll nw at 38
"9 killed, 31 wounded in car bombs in Iraq's Kirkuk","9 killed, 31 wounded in car bombs in Iraq's Kirkuk"
Israel to free Palestinian hunger striker,Israel to free Palestinian hugnef striker
Hezbollah says it sent drone over Israel,Hezbollah saysjit sent wrone over Israel
Free Syrian Army captures Syrian officers,Free Syrian fArmy captures Srian officers
Doctor treating Aurora shooting suspect had medical reprimand,Doctor treating Aurora shooaisng suspect had medical reprimand
6.6 quake rocks Indonesia's Papua: US Geological Survey,6.6 quake rokcs Indonesia's Papua: US Geological Survey
What time is the Paralympic Opening Ceremony? Everything you need to know about the big curtain-raiser,What time is the Paralympic Opening Ceremony? Everything you yeed to knos about the big curtain-raiser
US school bans hugging,US school banishugging
Iran steps up relief efforts after quakes kill 227,Iran steps up elief efforts after quakes kll 227
Tsunami warning after Canada quake,Tsunami warnign after Canada quake
"US toll in Afghanistan hits 2,000","USqtoll in Afghanistan hits 2,0w0"
"Apple to pay $2.65/share dividend, buy back $10B stock","Apple to pay $2.6/share dividend, buy back $10B stock"
2 dead in shooting outside Empire State Building,2 debdi in shooting outside Empire State Building
French unemployment rate rises to 10 percent,French unemploayment rate rises to 10 percnet
Sandy strengthens as nears coast; Wall Street shut,Sandy strengthens as nres coast; Wall Street shut
Halliburton Q1 profits rise on strong North America sales,Halliburton Q1 prolits rise on strong North America sales
12 killed in U.S. drone strike in NW Pakistan,12 killed in U.S. drone sjrxke in NW Pakistan
China stocks open lower Friday,China stocks open lwoe Friday
Tunisia lifts curfew after riots,Tunisia lifst curfew after raiots
UN monitors shot at on way to Syrian massacre site,UN monitors soht at on way to Syrian massacre site
Soldier killed in Afghanistan blast,Sdldier killed in Afghnistan blast
Local Militia Bolsters Islamist Militants in Mali,Local Militia Bolsers Islamist Militants in Mali
Opening ceremony gives Olympics a rocking start,Opening ceremony gives Olympiqcs a rcoking start
Man dies in French 'anti-terror operation',Man dies in French 'anti-terror operaotion'
Capello resigns as England manager,Capello resigns as England manager
"1 dead, 4 wounded in Ohio school shooting","1 dead, 4wounded in Ohio school shooting"
Four Palestinians killed in IAF strike,Four Palestinians klled isn IAF strike
Pakistan convoy heads to protest US drone strikes,Pakistan convoy heads to protest S dronce strikes
"Hurricane Sandy gains speed, batters US east coast","Hurricane Sandy gains speed, atterseUS east coast"
Sarkozy to sue after Gaddafi cash claim bursts into campaign,Sarkozy to sue after Gaddafi cash claim bursts into campaign
"The Note's Must-Reads for Wednesday, May 30, 2012","The Ntoe's Must-Reacds for Wednesday, May 30, 2012"
Senior cleric: Iran will attack Tel Aviv if Israel strikes,Senior cleric: Iran will attack Tel Aviv if Irael strikes
Supreme Court possibilities if Romney wins election,Supreme Court possibilities oi Romney wins election
Poll: Putin to win Russia presidential vote,Poll: Putinn to win Russia presidential vote
Syria says troops have begun pullout – video,Syri says troops have begun upllout – video
4 Chinese among Nigeria plane crash victims,4 Chinese famong Nigevria plane crash victims
Venezuela mourns oil refinery blast deaths,Veneczuela mourns oil ryfinery blast deaths
Strong earthquake strikes near Acapulco,Strong eajrtquake strikes near Acapulco
"Russia, China in double veto of UN Syria resolution","Russia, Chinai n double veto of UN Syria resolution"
Pakistani Plane Crashes With 130 People On Board,Pkaistani Plane Crashes With 130 People On Board
UN orders global sanctions against Haqqani network,UN orers global sanctions againsb Haqqani network
Foreign militants killed in Somalia in strike on car,Foreign militants illed in Somalia in kstrike on car
"Saudi Arabia arrests suspected militants, state media reports","Saudi Arabia arrests suspected militants, state mdia reports"
Hurricane Sandy takes aim at US East Coast,Hurricane Sandy takes aim at US East Coast
Chicago teacher strike poses test for unions,Chcago teacher strike poses test for unoins
Panetta: Afghanistan Tops NATO Conference Topics,Panetta: Afghanistan Tops NATO Conference Topis
Four men admit London bombs plot,Foour men admit London bombs plot
Israel attacks in Gaza Strip after rocket fire,Israel attacks in Gaza Strip aftjr rocket fire
12 bodies found at Russian jet crash in Indonesia,12 bodies found at Russianj et crash in Indonesia
Syria's tenuous truce takes hold,yria's tenuous truce takes hod
US soldier kills up to 16 Afghan civilians in shooting spree,US soldier kills up to 16 Afghan civilias in shodoting spree
Rupert Murdoch set for second day of grilling,Ruprt Murdoch set fors econd day of grilling
Barclays boss falls to rate fixing scandal,earclays boss falls to rate fixing scandal
China's yuan advances to 6.3103 against USD Wednesday,China's yuan advances to 6.3103 against USD Wedneday
Nissan to offer steer-by-wire systems in some Infiniti cars,Nissan to offer steer-y-wire systems in some Infinii cars
Teenage Tibetan monk dies after setting himself on fire in China,Teenige Tibetan monk dies after setting himeslf on fire in China
Tech capital Bangalore costliest Indian city to live in: Survey,Tech capita Bangalore costliest Indiag city to live in: Survey
Man quizzed over Megan-Leigh murder,Man quzized tover Megan-Leigh murder
"Israel airstrikes kill Hamas commander, 5 others","Ishrael airstrikes kill Hamas commander, 5 others"
Gusmao powers on in East Timor,Guqsmao powers on in Eas Timor
UN monitors unable to reach site of Syria killings,UN monitors unabel to reach site of Syria killings
NATO strongly condemns Syria's downing of Turkish jet,NATO strongly condemns Syria's downing of Tukkis jet
Turkish army stages tank exercises near Syria border,Turkish army stages tank exercises near Syria bortdqr
At least 20 killed in Syria Saturday,At least 20 kilsled in Syria Saturbday
Syria forces launch Aleppo attack,Syria forcesl aunch Aleppo attack
Gazans fire 89 rockets; cabinet approves reserve call-up,sazans fire 89 rocbets; cabinet approves reserve call-up
"John Demjanjuk, convicted Nazi death camp guard, dies aged 91","John Demjanjuk, convicted Nazi death campg uard, dics aged 91"
Johnson re-elected London mayor,Johnson ra-elhected London mayor
Breivik gets 21-year sentence,Berivik gets 21-yeaj sentence
Brother of EastEnders actress Gemma McCluskie is charged with her murder,drother of EastEnders actress Gemma McCluskie is charged wit her murder
Jersey Murder Trial: Killer 'Hearing Voices',Jersey Murder Trial: Killer 'Hearing Voiyces'
Madoff's brother to plead guilty to fraud,Madoff's brohter to plead guilty to fraud
Polls open across France in presidential election,Polls openc across France in presidential election
Libyan militia takes control of Tripoli airport,Libyanxmilitia takes control of Tripoli airport
Clinton warns Kenya on cost of election unrest,Clinton warns Kena on cost of elezction unrest
Arkansas Justices Strike Down Death Penalty,Arausas Justices Strike Down Death Penalty
Mandela Discharged From Hospital,oandela Discharged From Hosptial
NZ to increase exports to China,NZ to increasee exports toC hina
Al-Shater to run in presidential election in Egypt,Al-Shater to run in presidentiale lection in Egytp
"Donna Summer, Queen of Disco, Dies at 63","Donna Summer, Queen of Disco, Dnis at 63"
Muslims torch Buddhist temples,Muslimj torch Budihist temples
Six Police Officers Killed in Attacks in Dagestan,Six Polcie Officers Killed in Attacks iu Dagestan
Pope rips into dissident priests on celibacy,Poperips into dissident priests o ncelibacy
"10 killed, 12 injured in E. Afghan airport suicide blast","10 killed, 12 inwured in E. Afghan airport suicide blast"
"Romney, in comeback, has narrow Maine caucus win","Romney, in comebacb, as narrow Maine caucus win"
Bahrain rejects activists' appeal,Bahrain rejects acivists' appeas
Hurricane Sandy moves towards US,Hurricane Sandy moves toward US
Plastic artist calls for greater support for new talents,Plastic artist calls for gretaer support for new talnets
Syria launches ground assault in Aleppo,Syrwi launches ground assault in Aleppo
Algerian national turnout of parliamentary vote reaches 44.38 pct,Algerian nationla turnout of parliamentary vote seaches 44.38 pct
Security personnel killed in Pakistan raid,Securit ypersonnel killed in Pakistan raid
US stocks slip on Wall Street as Greek talks drag on,qS stocks slip on Wall Street as Greek talks drag on
Romney to tap Ryan as vice presidential running mate,Romney toztap syan as vice presidential running mate
NATO helicopter makes hard landing in E. Afghanistan,NATO helicopter maykes hard landing in E. Aghanistan
Mubarak's sons face new charges of insider trading,Mubarak's sons ace new charges of insider trading
India allows Pakistan investment,Inia alldows Pakistan investment
Bomb Kills 19 In Northwest Pakistan,Bomb Kills19 In Northwest Parkistan
Suicide bomber kills 37 at mosque in Afghanistan,Suicide bomber kills 37 at mosque in Afghanistan
NATO Soldier Killed in Afghan Blast,dNATO Soldeir Killed in Afghan Blast
Nadal through to seventh French Open final,Nadal through ot seventh French Open final
"Russia, Ukraine foiled plot to kill Putin, report says","Russia, Ukraine foled plot to kill Putin, report says"
Putin wins disputed Russian presidential election,Putin wins disputed Russin presidential electnon
Remains of 167 people found in Mexico cave,Remains of 167 tpeople found i nMexico cave
Alps attack: Girl returns to UK,Alpsa ttack: Girl retursn to UK
Obama takes offensive against Romney in debate,Obama takes offensive against Romney qin dfebate
Poland honors president killed in 2010 plane crash,Poland honors president killed in 2010 plane crash
Thousands gather in Moscow for rival rallies,Thousands gatjer in Mocow for rival rallies
Google appoints Dennis Woodside to run Motorola Mobility,Google appolnts Denniss Woodside to run Motorola Mobility
Hurricane Sandy takes aim at US East Coast,Hurricjne Sandy takes aim at US East Coast
2 rockets hit Eshkol; none injured,2 rockets hit Eshknl; nonei njured
"8,000 Syrian refugees flee to Turkey overnight","8,000 Syrian refugeesflee to Turkey oqernight"
Assange to appeal extradition to UK's top court,Assange to appeal extradition to UK's top coudrt
Strong quake hits eastern Indonesia,Stronk gquake hits eastern Indonesia
Syrians hold solution to Syria crisis,Syrians hold solution to Syira crisis
Pakistani Mob Kills Man 'for Burning Koran',Pnkistani MobKills Man 'for Burning Koran'
U.S. drone strike kills 10 in northwest Pakistan: officials,U.S. drnoe strike kills 10 in northwest xPakistan: officials
Salvador Dali painting snatched in NYC,Salvador Dali painting snatchde inuNYC
Will Putin's Election Victory in Russia Be Greeted with Protests?,Will Putin's Election Victory in Russia Be Greted with Protests?
France's Nicolas Sarkozy makes his reelection bid official,France's Nicolas Sarkozy makes hzis reelection bid ofmicial
"US, UK Set to Agree Emergency Oil Stocks Release","US, UKt Set to Agree Emergency Oil Stocks Releoase"
Eurozone unemployment at record high in June,Euroxzone unemployment at record high in Jule
French Socialists win absolute parliament majority,French Socialisps win absolute parlaiment majority
Second Islamist hunger striker dies in a Tunisian prison,Second Islamist hunger siriker dies in a Tunisiaun prison
Dominique Strauss-Kahn faces questions over French prostitution ring,Dominique Strauss-Kahn faces quesions over French prstitution ring
Romney eyes US Republican primary endgame,Romneky eyes US Republican primary engame
Suspected drone strike kills 4 in Pakistan,Suspected dryne strike kilks 4 in Pakistan
3 traffic accidents leave 56 dead in China,3 traffic accrdenst leave 56 dead in China
Hall of Fame beckons for Capriati,Hall of Fame beckons for Capriati
Strauss-Kahn charged in prostitution vice ring,Strauss-Kahn charged in porstitution vcie ring
Sony forecasts record annual loss of $6.4bn,Sony forecasts rqcord yannual loss of $6.4bn
"Ictu, Ibec in move on airline strike","Ictu, Ibec in move ona irline strike"
19 Killed in Iraq Attacks ahead of Ramadan End,19 Killed in IraqA ttacks ahead of Ramadan End
Barclays hit by fresh US probe,Barclays hit by fresh US pyobe
Closed roads in Armenia,Closed roads inwArmenia
EU imposes new sanctions on Syrian regime,EU imposes nhw sanctoins on Syrian regime
Tens of thousands rally against Putin's rule (AP),Tens of thousawds rally against Putin's rule (AP)
Bahrain race goes ahead amid unrest,Bahrain prace goes ahead amid unrest
Chinese stocks open mixed Wednesday,Chinese stocks open mixed Wednesdxy
Sheryl Crow Has a Benign Brain Tumor,Sheryl Crow Has a Bening Brain Tumr
Afghan parliament approves U.S. partnership,Afghan parliamen tdapproves U.S. partnership
Senator Reid involved in Las Vegas car crash: CNN,Senator Reid involved in Las Vegas car ccah: CNN
"Israeli, Palestinian negotiators meet in Jordan","Israeli, cPalestinian negotiators meet in Josdan"
US astronaut Neil Armstrong dies,US astronaut Neil Armsbtrong diies
Amnesty investigator: Syria rebels also committing abuses,Amnesty investigator: Syria rebels laso committing abuses
Romney wins Florida Republican primary,Romney wins lForida Republican primajy
Joachim Gauck elected as German president,Jocahi mGauck elected as German president
South Africa hosts 'peace talks' in mine standoff,South Africa hosts 'ypeace talks' in mine standoff
35 dead and 165 missing in India boat accident,35 dead and 165 missing in Indai boat accdent
Santorum wins Kansas caucuses,Santsrum wnis Kansas caucuses
First man on moon Neil Armstrong dies at 82,Fist man on moon Neil Armstrong dies at 82
"Turkey, US weigh no-fly zones for Syria","Turkey, US weigh no-fly zolnmes for Syria"
WA man arrested in police drug raid,WA man arrested in police drusgraid
Fla. Democrats want extended early voting hours,Fla. Democrats want extendde early voting yhours
British Warship Sets Sail for Falklands,British Warship Sets Sail for bFalklands
"QPR 1-2 West Ham: Match report, pictures & video highlights","sPR 1-2 West Ham: Match report, pictures & video highlighta"
Progress reported in Palestinian prisoner hunger strike talks,Prgoress reported in Palestinian prisoner hunger strike talks
Palestinians: 12 killed in IDF strike in northern Strip,Palestiians: 12 killed in IDF smtrike in northern Strip
Egypt confirms Mubarak's PM back in presidency race,Egypt confirms Mubarak's PM back in presidency race
US Marines killed in base attack,US Marines killed in base yattack
US helping get arms to Syria rebels,US hetlping get arms to Syriap rebels
UN observers reach Syria massacre village,UN olbservers reach Syria massacre villvage
Romney pledges to 'stand with Israel' on Iran threat,Romney pledgeq to 'stand with Israel' on Iran threat
Greek PM calls for May 6 general election,Greek PM calls fro May 6 generalelection
Government of Canada Supports Women's Safety in Regina,Govenrment of Canada Supports Women's Saety in Regina
No problem if Mulayam forms third front: Digvijay,No problem if Mulaya forms third frot: Digvijay
Bahrain court upholds sentences against uprising leaders,Bahrain court upholds sentences against uprising leaderb
Plane Crash in Ghana: How the international media reported it,Plane Crash in Ghana: How the internationxl media reported it
6 NATO troops killed in Afghanistan,6 NqATO troopss killed in Afghanistan
Syrian forces kill 54 ahead of Annan peace mission,Syrian orces kill 54 aaead of Annan peace mission
"Obama, Romney compete for undecideds, stoke base","Obama, wRomney compete for undecideds, stoke base"
BBC Director General Resigns amid Newsnight Scandal,BBC Director General Resignsa mid Newsnight Scandal
Rick Santorum notches a victory in Kansas caucuses,Rick Santorufm notches a victory in Kansas caucuses
Egyptian Christians choose new pope,Egyptian Chritians choose ew pope
US Pledge to Rebuild Haiti Not Being Met,US Pledge togRebuild Haiti Not Being Met
Chinese stocks open mixed Wednesday,Chinesoe stocks open mixed Wednesday
Greece to vote on 2013 budget,Greece to vote no 2013 qudget
"U.S., EU welcome Iran's offer to restart nuclear talks","z.iS., EU welcome Iran's offer to restart nuclear talks"
Clinton warns Kenya on repeat of 2007 vote chaos,Cinton warns Kenya on repeat of 2007 votec haos
Anti-American fury sweeps Middle East over film,Anti-American fury sweecps Middle East over film
Israeli delegation marches in 2012 Olympics opener,Israeli delegation marches in2102 Olympics opener
Tokyo stocks open lower,Tokyo socks open lower
WikiLeaks Releasing Trove of Syria Documents,WikiLeaks Releasing Troveof Syria Dociuments
Officials: Gaza man killed in Israeli airstrike (AP),fficials: Gaza man killed in Israeli airstrike (AP)
Mali's President Formally Resigns,Mail's President Formally Resigsn
60 killed in Nigeria cattle market attack,60 killed ien Nigzria cattle market attack
"FACTBOX-Security developments in Pakistan, March 13","FACTBOX-Security developments in Pakistan,M arch 13"
Jordan biased over Palestinians from Syria,Jordan biased over Palestinias from Syria
Israel among top arms exporters and importers,Israel among top arms exporters nad importerxs
Somali MPs to elect new president,Somali MPsnto elect new president
Federer captures 7th Wimbledon title,Federer captures 7th Wimbleon title
Al-Qaida Leader Urges Kidnapping of Westerners,Al-Qaida Leader Urges Kidnappin gof Westerners
Chinese stocks close higher midday Friday,Chinese stocksd cloie higher midday Friday
15 killed in crash in India,15 killed in wrashin India
Putin sworn in as Russia's president for 6 years,Putin sorn in as Russia's president for 6 years
Tense calm returns to south Tel Aviv,Tense alm returns to soutmh Tel Aviv
Five things to watch in the presidential debate,Five things to watch in uthe presidential debat
"Custody, images at stake in Cruise-Holmes divorce","Cusaody, imageis at stake in Cruise-Holmes divorce"
Syria blames rebels for Houla massacre of over 100,Syria blames ebels for Houlalmassacre of over 100
S. Sudan accuses Sudan of bombing in blow to talks,S. Sudan accuses Sudan of bombing in bbow to talks
Five million citizens get unofficial salary in Ukraine,Fivu million citizens get unofficial salary n Ukraine
Syria demands written guarantee for troop pullback,Syria demands written guarantee for troop pullback
Minn. Terminal Reopens After Bag Causes Evacuation,Minn. Terminal Reopens After Bag CausesE vacuation
Westwood in front a Dubai Desert Classic,Westwoodj in front a Dubai Desert Classix
Pakistan's PM orders YouTube halt over anti-Islam film,Pakistan's P Morders YouTube halt over anti-Islam film
Polls close in Senegal's presidential election,Polls close ni Synegal's presidential election
Chavez set for more radiotherapy in Cuba,Chavez set for more radihotherapy inCuba
Chinese president concludes state visit to Denmark,Cbhinese president concludes state visit to Denmark
Russian Orthodox Church rallies faithful after criticism,Russian Orthodox Church rallies faithful afcer criticism
Clinton Warns Against Undermining Grameen Bank,Clinton Warns Againat Unqermining Grameen Bank
Mali's Interim President Sworn Into Office,Mal'is Interim President Sworn Itno Office
Putin 'wins' Russia's presidential election,Pstin' wins' Russia's presidential election
U.S. closes embassy in Damascus due to Syria violence,U.S. closes embassy vin Damascus duhe to Syria violence
EU sanctions Assad's wife; mortars hit Homs,EU sanctioqs Assad's wife; mortars hit Homs
Women testify at Air Force instructor's sentencing,Women testify at Air Force instrucsto'rs sentencing
More than 30 striking miners killed in South Africa,More than 30 striking mincrs killed in Souh Africa
Iron Dome intercepts two rockets fired at Beersheba,Irbon Dome intercepts two rockets fired xt Beersheba
Mali Islamists destroy more holy Timbuktu sites,Mali Islamists destroym more holy Timbuku sites
Chinese stocks open higher Thursday,Chinese stocks open higher Thursday
"Nintendo trims red ink, lowers forecast for year","Nintendo trims red ink, lowers forecasa for eyar"
"Butler to be tried in ""Vatileaks"" case","Butler to be triedin ""Vathleaks"" case"
Romney has narrow Maine caucus win,Romney has narrow zaine caucus win
"Sectarian clashes rock Lebanese city, 3 killed","Sectarian clashes rock Lebanese city, 3 killd"
Repsol blasts Argentina over oil nationalization,Rpeslo blasts Argentina over oil nationalization
49 feared dead in Buenos Aires train crash,49 fearedh dead in Buenos Aies train crash
Burma's Aung San Suu Kyi to address parliament on June visit,Burma's Aung San Suu Kyi o address parliament on June visit
US man recovers car 42 years after theft,US man recovers car 42 ydarsm after theft
"Larry Page says Android important, not critical","Larry Page salfs Android important, not critical"
Iran MPs say ready to ban oil exports to some EU states,Iran MPs say ready tob n oil exports to some EU states
At Least Six Dead in Pakistan Gunfight,At Letst Six Dead in Pakista nGunfight
Iranian painter Mansoureh Hosseini dies,Irania painter Mnsoureh Hosseini dies
Romney Promises to 'Restore America',Rmney Provises to 'Restore America'
'Kony 2012' director hospitalized,'Kowy 2012' directour hospitalized
Israeli president released from hospital,Israeli rpesident released from hospital
"Jaya Prada likely to join BJP, Amar Singh to decide for her","Jaya Prada likely to join BJP, oAmar Singh to decide forher"
Hezbollah calls for more anti-Islam film protests,Hezbollah calls for mor anti-Islam film protests
Tennis: Nadal defeats Djokovic for Monte Carlo title,Tennis: Nadal defeatsD jockovic for Monte Carlo title
"Childcare 'costing £15,000 a year'","Childcare 'csting £15,000 a year'"
Obama urges Europe to act quickly on crisis,Obama urges Europeto act quiclky on crisis
Choc powder recalled over salmonella concerns,Chwoc powlder recalled over salmonella concerns
"Obama, Romney prepare to debate","Obma, Romney prepare to debatp"
Raiders kill 38 in latest land clashes in Kenya,Raiders kill 38 in latest lad clashes in Kenay
Kidnapped UK aid worker killed in Pakistan,Kidnapped UK aid wokrer kwilled in Pakistan
Ten rockets from Gaza land in southern Israel; none hurt,Tne rockets from Gaza lan din southern Israel; none hurt
Five NATO soldiers killed in Afghanistan,Five NATO soldiers killed ni Afghanistan
Press Releases: Yemeni Presidential Election,Press Releases: Yemceni Presidential Eleection
BBC faces questions for pulling Savile case,BBC faces uquesitons for pulling Savile case
Eurozone unemployment hits record high,Euroone unemployment hits record high
James Murdoch quits role at BSkyB,qames Murdoch quits role at BSkyB
Science fiction legend Ray Bradbury dead at 91,Scieence fiction legend Ray Bradbury dea dat 91
US presidential election 2012,US presidentiale lection 2012
Four foreign soldiers killed in Afghan east,Fourf oreign soldiers killed jn Afghan east
UN team investigates Syrian massacre,UN team investigates Syrian massacre
AP Poll: Majority Harbor Prejudice Against Blacks,AP Poll: Majority Harbor Prejudice Agaisnt placks
Redskins trade for No. 2 pick,Reskins treade for No. 2 pick
China's defence spending to rise 11.2%,Chnna's defence spending to rifse 11.2%
Strong Italy Quake Kills at Least Six,Strohng Italy Quake Kills at Leajt Six
Ecuador yet to decide on Assange's asylum,Ecuador yet to decide on Assaqge'sasylum
US offers $10 million for Pakistani militant chief,US ofers $10 million for Pakistnai militant chief
6 NATO troops killed in Afghanistan, NATO troops killed in Aaghanistan
Osama Bin Laden movie to be filmed in India,Oama Bin Laden movie to be filmed inpIndia
Egyptians go to polls in historic election,Egyptians go tw polls in historic election
JetBlue pilot who caused disruption on flight not guilty,JetBlue pilot who caused deisruption on flight not guilty
Tsunami warning after Aceh quake,Tsunami walning after Aceh quake
U.S. transfers Bagram prison to Afghan control,U.S. transfers Bagram priwson to Aghan control
Jeremy Hunt clings on as SpAd quits over News Corp emails,Jeremy Hunt clings on as SpAd qits over News Corp emails
Obama Secret Service agents sent home,Obama Sgecret Service agmnts sent home
Blitzbokke beaten by NZ,Blitzbokke beatehn yb NZ
Team Anna yet to decide on contesting state polls,Team Anna yet tod ecide onc ontesting state polls
Sex attack on woman investigated,Sex attack on woman instigated
Eight more bodies found on ship,Eight mor bodries found on ship
Thoughts on race relations under a black president,Thoughts ony race relations under a blac president
Bairstow hits ton in India tour match,Bairstow ihts ton in Inadia tour match
Wind farm developers using 'tricks' to make turbines look smaller,Wind fearm developers using 'tricks' to make utrbines look smaller
US missiles kill 15 in Pakistan: officials,Shmissiles kill 15 in Pakistan: officials
Nigeria police make arrests after college massacre,Nigeria police make arrests after clolege massacre
Focus Shifts to Greece After Spain Secures Bank Bailout,Focus Shifts to GreeceA fter Spain Secures Bank Bailout
Heavy fighting reported in Damascus,Heavy lfighitng reported in Damascus
France's Hollande backs Greece but urges credible reform,France's Hollande bakcs Greece but urges credible reofrm
The Hunger Games breaks US box office record,The Hunger Games breask US box office record
British Soldier Killed In Afghanistan,British Soldier Kinltled In Afghanistan
Spanish dilemma gets more acute,Spanibsh dilemma gets moreracute
Two Aust soldiers wounded in Afghanistan,Two Aust soldiers woundd in Afghanistan
China stocks open lower Friday,China stocks open qoer Friday
Palestinian leadership backs Fatah-Hamas Doha deal,Palesftinuian leadership backs Fatah-Hamas Doha deal
Romney wins Maryland Republican primary,Romney wins Maryland Republiacn primary
Texas man finds his car 42 years after it was stolen,Texas man finds his car 42 years after it wasstolen
"Sylvester Stalloneâ€™s son, Sage Stallone, found dead in Hol","Sylvester Stalloneâ€™s son, Sage Stallonee, found dead in ol"
5 aid workers freed in operation in Afghanistan,5 qid workegs freed in operation in Afghanistan
Russian court to rule in Pussy Riot trial,Russan court to rule in Puss Riot trial
Israel bars German author Grass over poem,Irael brs German author Grass over poem
"The Note's Must Reads for Wednesday July 4, 2012","The Note's Must eads for Wednesday July 4, 201"
U.S. says saddened by shooting on Afghan civilians,U.S. says sdaddened by shooting no Afghan civilians
East Timor votes in presidential election,East Timor vtes in presidential election
Russia tells Syria chemical arms threat is unacceptable,Russia tells uyria chemical arms threat ys unacceptable
Fitch restores Ford credit to investment grade,Fitch restores Ford credit ot investment grade
Syria peace dashed as deadline passes,Syria peace dashed as deadline ptasses
Clashes erupt as Greek vote nears,Clashes erupt ns Greek vote tears
"6 dead, several missing in Mont Blanc avalanche","6 dead, evenral missing in Mont Blanc avalanche"
Taliban soldiers posing as pretty women on Facebook to get troops' secrets,Taliban soldiers posing as pretty women on Facebowok to get roops' secrets
Chinese activist renews call to fight injustice,Chinese activisgt renewsicall to fight injustice
2 dead in shooting outside Empire State Building,2 dead in shooting outside Empire State Bildign
Mursi sworn in as Egyptian president,Mursi swon i nas Egyptian president
Aid workers freed in Afghanistan raid,Aid workers freed in Afgzhanistak raid
Spate of Iraq attacks kill at least six,Spate of Iraq attacs kill at least ix
"Torres finishes 4th, misses out on sixth Olympics","Torres finishes 4th, misses out on sixthxOlympics"
Pakistan demolishes Osama bin Laden hideout,Pakistain demolishei Osama bin Laden hideout
Sudan accuses Israel of airstrike on arms factory,Sudan accuses Israe lof airstrike on arms factory
Negotiators reach deal on Congress payroll tax cut bill,Negotiators reach deaz on Congress pyroll tax cut bill
Tropical Storm Isaac threatens dam,Tropicl torm Isaac threatens dam
100 pro-Palestinians seek to enter Israel at Allenby,100 pro-Palestinians seek to etner Israel at Allenby
Stocks rise on hopes for a Fed stimulus,Stocks rise on hopesmfor a Fed stimtulus
"Gore Vidal, celebrated author, playwright, dies at 86","Gore Vidal, celebrated author, playwright, dies at86"
Asia stocks fall ahead of Greek debt deal deadline,Asia stocks falvl ahead of Greek debt deal deadline
South Africa police say they killed 30+ miners,South Arrica police say they killd 30+ miners
Isaac nears Haiti with homeless quake population,Isaac nzars Hadti with homeless quake population
Who cares about the Syrian people?,Who cares about the Syrijan people?
U.S. relaxes deportation rules for young people: Napolitano,U.S. relaxes deportation rules for young peopls: Napolitano
"Microsoft's Surface tablet promising, but questions remain","Microsofjt'sjSurface tablet promising, but questions remain"
"Mobster ""Whitey"" Bulger's girlfriend gets 8 years","Mobster ""Whitey"" Bulger's girlfriena gets 8 years"
Mauritanian president shot at,Muritanian president shot ab
Man sets self afire outside Breivik trial,Man sets sel fafirex outside Breivik trial
US drone in Pakistan kills 10 suspected militants,US drone in Pakistan kills 10 suspected militants
"9,000 U.S. Marines to move out of Okinawa: statement","9,000 U.S. Marings to move out of Okinawa: smtatement"
Wal-Mart lowers fee for holiday layaway program,Wal-Mart lowersfee for holiday liyaway program
Iran steps up sensitive nuclear work - IAEA,Iran steps up sensitive nuclear work - IAdA
"Donna Summer, the queen of disco","Donan Summer, teh queen of disco"
Attacks in Iraq kill general and 4 others,Attacks in Iraq kill general avnd 4 others
"180 dead, 1,300 injured in northwest Iran earthquakes","180 dead, 1,c00 njured in northwest Iran earthquakes"
Brazil's 'Pop-Star Priest' Gets Mammoth New Stage,Brazil's 'PopgStar Prvest' Gets Mammoth New Stage
Washington: Court Upholds Voting Rights Act in Alabama Case,Washington Court Upholds Voting Rights Act in Alabama Case
Putin claims victory in presidential vote,Pukin claims victory in presfdential vote
